,endTime,artistName,trackName,year,month,seconds_played,minutes_played
5898,2021-08-03 17:47:00-03:00,Banes World,You Say I'm in Love,2021,8,176.76,2.9459999999999997
5899,2021-08-03 17:51:00-03:00,Jye,Beachy Girl,2021,8,206.533,3.4422166666666665
5900,2021-08-03 17:54:00-03:00,Swim Mountain,Somebody New,2021,8,194.733,3.24555
5901,2021-08-03 17:58:00-03:00,LEISURE,All over You,2021,8,234.924,3.9154
5902,2021-08-03 18:02:00-03:00,Hector Gachan,Untitled '91,2021,8,244.0,4.066666666666666
5903,2021-08-03 18:05:00-03:00,The Brothers Johnson,Brother Man,2021,8,190.733,3.1788833333333333
5904,2021-08-03 18:10:00-03:00,Men I Trust,Show Me How,2021,8,174.604,2.910066666666667
5906,2021-08-03 18:31:00-03:00,Pigeons Playing Ping Pong,Horizon,2021,8,575.12,9.585333333333333
5907,2021-08-03 18:35:00-03:00,Peach Pit,Peach Pit,2021,8,287.08,4.784666666666666
5909,2021-08-03 18:38:00-03:00,EMEFE,Greed,2021,8,138.464,2.307733333333333
5913,2021-08-03 18:41:00-03:00,King Gizzard & The Lizard Wizard,Sense,2021,8,210.653,3.510883333333333
5914,2021-08-03 18:46:00-03:00,Pigeons Playing Ping Pong,Melting Lights,2021,8,276.69,4.6115
5915,2021-08-03 18:50:00-03:00,Mac DeMarco,Chamber Of Reflection,2021,8,231.723,3.8620500000000004
5919,2021-08-03 18:52:00-03:00,Khruangbin,Evan Finds the Third Room,2021,8,133.288,2.2214666666666667
5920,2021-08-03 18:56:00-03:00,RALPH TV,Shake This Feelin',2021,8,233.0,3.8833333333333333
5921,2021-08-03 18:59:00-03:00,Hector Gachan,Rocko's Slippin',2021,8,149.043,2.4840500000000003
5922,2021-08-03 19:03:00-03:00,Datarock,Amarillion,2021,8,238.341,3.97235
5925,2021-08-03 19:06:00-03:00,Swim Mountain,Wait for Me,2021,8,186.983,3.1163833333333333
5926,2021-08-03 19:11:00-03:00,Busty and the Bass,Up Top,2021,8,277.546,4.625766666666666
5927,2021-08-03 19:14:00-03:00,Men I Trust,Morse Code (feat. Odile & Geoffroy),2021,8,215.636,3.593933333333333
5928,2021-08-03 19:20:00-03:00,Men I Trust,Lauren,2021,8,351.703,5.861716666666666
5931,2021-08-03 19:45:00-03:00,Sports,Panama,2021,8,78.576,1.3095999999999999
5932,2021-08-03 20:27:00-03:00,George Clanton,Make You Cry,2021,8,325.841,5.4306833333333335
5934,2021-08-03 20:31:00-03:00,Fellini Félin,Breath Hold,2021,8,213.146,3.552433333333333
5936,2021-08-03 20:34:00-03:00,Miel De Montagne,Pourquoi pas,2021,8,173.495,2.8915833333333336
5940,2021-08-03 20:36:00-03:00,Hector Gachan,Untitled '91,2021,8,147.237,2.45395
5947,2021-08-03 20:40:00-03:00,Hector Gachan,Really Something,2021,8,219.5,3.658333333333333
5948,2021-08-03 20:43:00-03:00,Kid Bloom,Electric U,2021,8,171.696,2.8616
5949,2021-08-03 20:44:00-03:00,Tame Impala,The Less I Know The Better,2021,8,96.164,1.6027333333333333
5954,2021-08-03 20:46:00-03:00,RALPH TV,Shake This Feelin',2021,8,68.76,1.1460000000000001
5955,2021-08-03 20:47:00-03:00,MGMT,Kids,2021,8,54.598,0.9099666666666667
5956,2021-08-03 21:10:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,8,67.85,1.1308333333333331
5960,2021-08-03 21:13:00-03:00,Ikebe Shakedown,Dram,2021,8,45.38,0.7563333333333334
5961,2021-08-03 21:15:00-03:00,CHIC,What About Me,2021,8,42.56,0.7093333333333334
5967,2021-08-03 21:20:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,8,281.89,4.698166666666666
5968,2021-08-03 21:23:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,8,203.85,3.3975
5970,2021-08-03 21:27:00-03:00,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,2021,8,194.853,3.24755
5971,2021-08-03 21:29:00-03:00,The Greyboy Allstars,V-Neck Sweater,2021,8,155.28,2.588
5975,2021-08-04 16:02:00-03:00,Honeydripper,All About You,2021,8,390.544,6.509066666666667
5976,2021-08-04 16:07:00-03:00,Mood J,NY Vibration,2021,8,304.27,5.071166666666667
5977,2021-08-04 16:13:00-03:00,Weast,Cocola,2021,8,326.96,5.449333333333333
5978,2021-08-04 16:20:00-03:00,Bruce Trail,Bridgework,2021,8,435.797,7.263283333333334
5979,2021-08-04 16:26:00-03:00,St Germain,Sure Thing,2021,8,380.497,6.341616666666667
5983,2021-08-04 16:31:00-03:00,Ben Hauke,Get up to Get Down,2021,8,269.051,4.484183333333333
5985,2021-08-04 16:36:00-03:00,Ben Hauke,Get up to Get Down,2021,8,265.46,4.424333333333333
5986,2021-08-04 16:42:00-03:00,Sleek & Cheek,Go Home,2021,8,398.622,6.6437
5987,2021-08-04 16:53:00-03:00,CTEPEO '57,Kackwursthouse,2021,8,350.742,5.8457
5989,2021-08-04 17:00:00-03:00,Honeydripper,All About You,2021,8,36.718,0.6119666666666668
5990,2021-08-04 17:00:00-03:00,Fouk,Coconuts,2021,8,387.226,6.453766666666667
5991,2021-08-04 17:07:00-03:00,The Deli,Sagittarius,2021,8,400.0,6.666666666666667
5992,2021-08-04 17:12:00-03:00,Tlim Shug,Surf Dude,2021,8,324.0,5.4
5993,2021-08-04 17:19:00-03:00,Dj Kush Boogie,Orchid,2021,8,412.158,6.8693
5999,2021-08-04 17:24:00-03:00,Honeydripper,All About You,2021,8,235.331,3.9221833333333334
6003,2021-08-04 18:29:00-03:00,DJ BORING,6 AM Mimosa,2021,8,445.61,7.426833333333334
6004,2021-08-04 18:32:00-03:00,Ben Hauke,Get up to Get Down,2021,8,207.48,3.4579999999999997
6005,2021-08-04 19:01:00-03:00,Ben Hauke,Get up to Get Down,2021,8,306.56,5.109333333333334
6007,2021-08-04 19:04:00-03:00,Kornél Kovács,Szikra,2021,8,163.62,2.727
6008,2021-08-05 00:43:00-03:00,Ben Hauke,Get up to Get Down,2021,8,265.46,4.424333333333333
6009,2021-08-05 00:45:00-03:00,Dj Kush Boogie,Orchid,2021,8,94.97,1.5828333333333333
6010,2021-08-05 10:57:00-03:00,Ben Hauke,Get up to Get Down,2021,8,130.32,2.1719999999999997
6012,2021-08-05 14:50:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,8,292.613,4.876883333333334
6013,2021-08-05 14:56:00-03:00,Lettuce,Do It Like You Do,2021,8,244.9,4.081666666666667
6014,2021-08-05 15:00:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,8,223.09,3.718166666666667
6015,2021-08-05 15:01:00-03:00,The New Mastersounds,102%,2021,8,90.61,1.5101666666666667
6016,2021-08-05 15:02:00-03:00,The New Mastersounds,MRG,2021,8,39.82,0.6636666666666666
6018,2021-08-05 15:04:00-03:00,The New Mastersounds,The Vandenburg Suite,2021,8,99.92,1.6653333333333333
6019,2021-08-05 15:09:00-03:00,Pimps of Joytime,Mud featuring Ivan Neville,2021,8,33.06,0.551
6021,2021-08-05 15:09:00-03:00,The New Mastersounds,MRG,2021,8,254.99,4.249833333333333
6024,2021-08-05 15:11:00-03:00,Red Hot Chili Peppers,Purple Stain,2021,8,98.09,1.6348333333333334
6026,2021-08-05 15:12:00-03:00,Red Hot Chili Peppers,Hump de Bump,2021,8,54.02,0.9003333333333334
6029,2021-08-05 15:19:00-03:00,John Mayer,"Vultures - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2021,8,374.2,6.236666666666666
6030,2021-08-05 15:21:00-03:00,Pink Floyd,Comfortably Numb,2021,8,126.87,2.1145
6033,2021-08-05 15:25:00-03:00,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,2021,8,194.853,3.24755
6034,2021-08-05 15:30:00-03:00,Tom Misch,Disco Yes,2021,8,280.878,4.681299999999999
6035,2021-08-05 15:30:00-03:00,Doctorfunk,Can't Fight The Funk,2021,8,54.131,0.9021833333333333
6036,2021-08-05 20:20:00-03:00,Ben Hauke,Get up to Get Down,2021,8,265.451,4.424183333333334
6037,2021-08-05 20:27:00-03:00,The Deli,Sagittarius,2021,8,400.0,6.666666666666667
6038,2021-08-05 20:35:00-03:00,DJ TIRED,Think Of U,2021,8,452.11,7.535166666666667
6039,2021-08-05 20:41:00-03:00,DJ TIRED,Splittin' Wigs,2021,8,393.442,6.557366666666667
6040,2021-08-05 20:42:00-03:00,DJ TIRED,Chrome Blast,2021,8,54.255,0.90425
6042,2021-08-05 20:49:00-03:00,DJ Aakmael,Jazz Piece 2,2021,8,420.132,7.0022
6043,2021-08-05 20:56:00-03:00,Route 8,Relaxed,2021,8,422.002,7.033366666666667
6044,2021-08-05 21:02:00-03:00,Hunee,Rare Happiness,2021,8,346.614,5.7768999999999995
6047,2021-08-05 21:05:00-03:00,Kid Bloom,Electric U,2021,8,171.696,2.8616
6048,2021-08-05 21:08:00-03:00,Papooz,Theatrical State of Mind,2021,8,192.039,3.20065
6049,2021-08-05 21:24:00-03:00,Mcbaise,Le jardin,2021,8,161.564,2.6927333333333334
6050,2021-08-05 21:52:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,8,208.72,3.478666666666667
6051,2021-08-05 21:55:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,8,134.46,2.241
6053,2021-08-05 22:00:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,8,292.613,4.876883333333334
6054,2021-08-05 22:02:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,8,137.13,2.2855
6055,2021-08-06 08:34:00-03:00,Ben Hauke,Get up to Get Down,2021,8,117.61,1.9601666666666666
6059,2021-08-06 11:23:00-03:00,Urban Love,Paradise,2021,8,72.19,1.2031666666666667
6060,2021-08-06 11:23:00-03:00,Stereo Dub,Get Lucky,2021,8,34.9,0.5816666666666667
6065,2021-08-06 11:25:00-03:00,General Soundbwoy,Smooth Operator,2021,8,39.49,0.6581666666666667
6067,2021-08-06 11:28:00-03:00,Urban Love,Paradise,2021,8,146.61,2.4435000000000002
6068,2021-08-06 13:45:00-03:00,Groove Da Praia,The Final Countdown,2021,8,127.1,2.118333333333333
6069,2021-08-06 13:50:00-03:00,Weezer,Say It Ain't So,2021,8,258.826,4.313766666666667
6072,2021-08-06 14:28:00-03:00,The Clash,Rock the Casbah - Remastered,2021,8,368.7,6.145
6075,2021-08-06 14:30:00-03:00,The New Mastersounds,The Vandenburg Suite,2021,8,69.76,1.1626666666666667
6076,2021-08-06 14:40:00-03:00,The New Mastersounds,MRG,2021,8,257.106,4.2851
6077,2021-08-06 14:44:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,8,223.96,3.732666666666667
6078,2021-08-06 15:01:00-03:00,The New Mastersounds,102%,2021,8,56.934,0.9489
6081,2021-08-07 11:28:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,8,57.37,0.9561666666666666
6087,2021-08-07 11:31:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,8,81.75,1.3625
6088,2021-08-07 11:34:00-03:00,Militantes del Climax,Jazz Funk,2021,8,195.42,3.2569999999999997
6090,2021-08-07 11:38:00-03:00,The Clash,Rock the Casbah - Remastered,2021,8,116.48,1.9413333333333334
6091,2021-08-07 11:42:00-03:00,Weezer,Say It Ain't So,2021,8,258.826,4.313766666666667
6097,2021-08-08 10:23:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,30.91,0.5151666666666667
6109,2021-08-08 10:25:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,67.36,1.1226666666666667
6131,2021-08-08 10:47:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,45.804,0.7634000000000001
6134,2021-08-08 10:49:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,72.402,1.2067
6141,2021-08-08 10:52:00-03:00,Weezer,Say It Ain't So,2021,8,59.936,0.9989333333333333
6144,2021-08-08 10:55:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,139.191,2.31985
6151,2021-08-08 10:57:00-03:00,The New Mastersounds,Treasure,2021,8,66.464,1.1077333333333332
6153,2021-08-08 10:59:00-03:00,Mathieu Fiset,Chick's Pain,2021,8,63.829,1.0638166666666666
6154,2021-08-08 11:00:00-03:00,The Clash,Rock the Casbah - Remastered,2021,8,104.044,1.7340666666666666
6159,2021-08-08 11:05:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,35.107,0.5851166666666666
6160,2021-08-08 11:06:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,81.558,1.3593000000000002
6162,2021-08-08 11:10:00-03:00,The Alan Parsons Project,Snake Eyes,2021,8,61.282,1.0213666666666665
6167,2021-08-08 11:41:00-03:00,The New Mastersounds,Treasure,2021,8,286.248,4.7707999999999995
6168,2021-08-08 11:47:00-03:00,The Rolling Stones,Beast Of Burden - Remastered 1994,2021,8,265.173,4.41955
6169,2021-08-08 11:50:00-03:00,Mathieu Fiset,Chick's Pain,2021,8,159.508,2.658466666666667
6171,2021-08-08 12:06:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,8,77.651,1.2941833333333332
6172,2021-08-08 18:31:00-03:00,Buffalo Springfield,For What It's Worth,2021,8,153.693,2.56155
6174,2021-08-08 18:35:00-03:00,Faces,Ooh La La,2021,8,214.08,3.568
6178,2021-08-08 18:38:00-03:00,Men At Work,Who Can It Be Now?,2021,8,201.293,3.3548833333333334
6179,2021-08-08 18:41:00-03:00,Soda Stereo,De Música Ligera,2021,8,186.34,3.1056666666666666
6180,2021-08-08 18:43:00-03:00,The 88,"At Least It Was Here (""Community"" Main Title Version)",2021,8,31.187,0.5197833333333334
6181,2021-08-08 18:47:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,8,296.146,4.935766666666667
6182,2021-08-08 18:50:00-03:00,Canned Heat,Going Up The Country,2021,8,172.866,2.8811000000000004
6183,2021-08-08 18:55:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,8,300.209,5.0034833333333335
6185,2021-08-08 19:09:00-03:00,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,2021,8,158.54,2.642333333333333
6186,2021-08-08 19:22:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,8,302.52,5.042
6187,2021-08-08 19:27:00-03:00,Average White Band,School Boy Crush,2021,8,299.533,4.992216666666667
6188,2021-08-08 19:30:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,8,187.126,3.1187666666666667
6189,2021-08-08 19:46:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,8,299.066,4.984433333333333
6190,2021-08-08 19:49:00-03:00,The Meters,Ease Back,2021,8,194.226,3.2371
6191,2021-08-08 19:52:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,8,169.466,2.8244333333333334
6193,2021-08-08 19:56:00-03:00,Eric Clapton,I Shot The Sheriff,2021,8,263.746,4.395766666666666
6195,2021-08-08 20:00:00-03:00,Tower Of Power,We Came to Play,2021,8,216.226,3.6037666666666666
6196,2021-08-08 20:04:00-03:00,Stevie Wonder,I Wish,2021,8,252.373,4.206216666666666
6198,2021-08-08 20:09:00-03:00,Stevie Wonder,Superstition - Single Version,2021,8,245.493,4.09155
6199,2021-08-08 20:12:00-03:00,Jaco Pastorius,"Come On, Come Over",2021,8,233.2,3.8866666666666663
6200,2021-08-08 20:13:00-03:00,Kool & The Gang,Jungle Boogie,2021,8,44.907,0.74845
6204,2021-08-08 20:16:00-03:00,The Main Squeeze,In a Funk,2021,8,178.441,2.9740166666666665
6205,2021-08-08 20:19:00-03:00,Jaco Pastorius,Chicken,2021,8,158.565,2.64275
6206,2021-08-08 20:27:00-03:00,CHIC,Good Times,2021,8,495.4,8.256666666666666
6207,2021-08-08 20:29:00-03:00,Jamiroquai,Love Foolosophy - Radio Edit,2021,8,90.599,1.5099833333333335
6208,2021-08-08 20:33:00-03:00,Jamiroquai,Cosmic Girl - Remastered,2021,8,227.866,3.797766666666667
6209,2021-08-08 20:34:00-03:00,Jamiroquai,Too Young to Die - Remastered,2021,8,82.163,1.3693833333333332
6213,2021-08-08 20:38:00-03:00,Patrice Rushen,Forget Me Nots - Remastered,2021,8,217.849,3.6308166666666666
6215,2021-08-08 20:47:00-03:00,James Brown,People Get Up And Drive Your Funky Soul - Remix,2021,8,544.64,9.077333333333334
6216,2021-08-08 20:53:00-03:00,Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin) - Single Version,2021,8,291.32,4.855333333333333
6218,2021-08-08 20:55:00-03:00,Willy Crook,Fool Times,2021,8,125.017,2.0836166666666665
6219,2021-08-08 21:00:00-03:00,James Brown,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",2021,8,318.8,5.3133333333333335
6222,2021-08-08 21:02:00-03:00,Doctorfunk,Can't Fight The Funk,2021,8,52.209,0.8701500000000001
6223,2021-08-08 21:06:00-03:00,Doctorfunk,Gotta Get Funky,2021,8,48.386,0.8064333333333333
6224,2021-08-08 21:06:00-03:00,Doctorfunk,Can't Fight The Funk,2021,8,189.497,3.1582833333333338
6226,2021-08-08 21:08:00-03:00,Colossus,Dopebeatz,2021,8,102.069,1.70115
6227,2021-08-08 21:14:00-03:00,Dave Allison,Brooklyn's Groove,2021,8,349.229,5.820483333333333
6231,2021-08-08 21:18:00-03:00,Joshua Heath,More,2021,8,192.573,3.20955
6232,2021-08-08 21:22:00-03:00,Tommy Largo,It's the Beat,2021,8,241.163,4.019383333333334
6233,2021-08-08 21:49:00-03:00,Fouk,Heavy on the Bacon,2021,8,150.523,2.5087166666666665
6235,2021-08-09 10:39:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,276.28,4.604666666666666
6237,2021-08-09 10:43:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,213.893,3.5648833333333334
6238,2021-08-09 10:46:00-03:00,The Alan Parsons Project,Snake Eyes,2021,8,161.64,2.694
6239,2021-08-09 10:49:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,8,156.49,2.608166666666667
6241,2021-08-09 13:57:00-03:00,Weezer,Say It Ain't So,2021,8,116.51,1.9418333333333335
6242,2021-08-09 13:58:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,94.11,1.5685
6243,2021-08-09 14:37:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,243.48,4.058
6245,2021-08-10 16:17:00-03:00,The Clash,Rock the Casbah - Remastered,2021,8,168.887,2.814783333333333
6246,2021-08-10 16:22:00-03:00,Weezer,Say It Ain't So,2021,8,258.826,4.313766666666667
6247,2021-08-10 16:25:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,213.893,3.5648833333333334
6248,2021-08-10 16:30:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,261.667,4.361116666666666
6252,2021-08-10 16:41:00-03:00,The Alan Parsons Project,Snake Eyes,2021,8,195.666,3.2611
6253,2021-08-10 17:04:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,8,201.88,3.3646666666666665
6254,2021-08-10 17:08:00-03:00,Genesis,That's All - Remastered 2007,2021,8,266.173,4.436216666666667
6256,2021-08-10 17:32:00-03:00,Mathieu Fiset,Chick's Pain,2021,8,192.65,3.2108333333333334
6257,2021-08-10 17:37:00-03:00,The New Mastersounds,Treasure,2021,8,279.363,4.65605
6261,2021-08-10 17:40:00-03:00,The New Mastersounds,Take What You Need,2021,8,191.16,3.186
6263,2021-08-10 17:44:00-03:00,Lettuce,Do It Like You Do,2021,8,251.293,4.1882166666666665
6264,2021-08-10 17:47:00-03:00,The New Mastersounds,Take What You Need,2021,8,191.16,3.186
6265,2021-08-10 17:52:00-03:00,The New Mastersounds,Treasure,2021,8,307.193,5.119883333333333
6266,2021-08-10 17:57:00-03:00,The Rolling Stones,Beast Of Burden - Remastered 1994,2021,8,265.173,4.41955
6267,2021-08-10 18:36:00-03:00,Mathieu Fiset,Chick's Pain,2021,8,85.31,1.4218333333333333
6269,2021-08-10 19:16:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,8,292.613,4.876883333333334
6271,2021-08-10 19:18:00-03:00,Lipps Inc.,Funkytown,2021,8,93.392,1.5565333333333333
6273,2021-08-10 19:22:00-03:00,Weezer,Say It Ain't So,2021,8,200.768,3.3461333333333334
6274,2021-08-10 19:23:00-03:00,Tower Of Power,We Came to Play,2021,8,79.709,1.3284833333333335
6275,2021-08-10 19:27:00-03:00,Creedence Clearwater Revival,I Heard It Through The Grapevine,2021,8,220.88,3.6813333333333333
6277,2021-08-10 19:29:00-03:00,Creedence Clearwater Revival,Green River,2021,8,154.12,2.5686666666666667
6279,2021-08-10 19:32:00-03:00,Buffalo Springfield,For What It's Worth,2021,8,153.693,2.56155
6281,2021-08-10 19:35:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,8,169.466,2.8244333333333334
6286,2021-08-10 19:39:00-03:00,Depeche Mode,Precious,2021,8,250.16,4.169333333333333
6287,2021-08-10 19:56:00-03:00,Faces,Ooh La La,2021,8,172.617,2.87695
6288,2021-08-10 20:16:00-03:00,Pete Rock,A Little Soul,2021,8,226.794,3.7799
6289,2021-08-10 20:18:00-03:00,FloFilz,Dulce,2021,8,131.558,2.192633333333333
6290,2021-08-10 20:22:00-03:00,Emapea,Jazzy,2021,8,180.737,3.0122833333333334
6291,2021-08-10 20:24:00-03:00,Jazz Spastiks,(Never Been To) California,2021,8,150.026,2.5004333333333335
6292,2021-08-10 20:29:00-03:00,Flamingosis,Believe in Me,2021,8,245.018,4.083633333333333
6293,2021-08-10 20:34:00-03:00,Oddisee,Beach Dr.,2021,8,322.857,5.38095
6294,2021-08-10 20:42:00-03:00,Soulive,Ne-Ne,2021,8,486.386,8.106433333333333
6295,2021-08-10 20:46:00-03:00,Booker T. Jones,Rent Party,2021,8,238.706,3.9784333333333333
6296,2021-08-10 20:52:00-03:00,Lord Echo,Cosmic Echoes,2021,8,306.493,5.108216666666666
6297,2021-08-10 20:57:00-03:00,Greyboy,Unwind Your Mind,2021,8,282.087,4.7014499999999995
6298,2021-08-10 21:00:00-03:00,Jinsang,Feelings.,2021,8,160.98,2.683
6299,2021-08-10 21:02:00-03:00,Wax Tailor,Que Sera,2021,8,86.387,1.4397833333333334
6301,2021-08-10 21:05:00-03:00,The New Mastersounds,MRG,2021,8,196.087,3.2681166666666663
6303,2021-08-10 21:09:00-03:00,Ikebe Shakedown,Dram,2021,8,243.693,4.06155
6304,2021-08-10 21:14:00-03:00,DJ Cam Quartet,New York New York,2021,8,258.393,4.30655
6305,2021-08-10 21:20:00-03:00,Charlie Hunter,Fine Corinthian Leather,2021,8,364.92,6.082
6307,2021-08-10 21:25:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,8,300.209,5.0034833333333335
6308,2021-08-10 21:32:00-03:00,Jazz Liberatorz,Clin D'oeil,2021,8,424.16,7.069333333333334
6309,2021-08-10 21:37:00-03:00,Oddisee,Beach Dr.,2021,8,322.857,5.38095
6310,2021-08-10 21:42:00-03:00,DJ Cam Quartet,Rebirth of Cool,2021,8,299.678,4.994633333333334
6311,2021-08-10 21:50:00-03:00,Llorca,The End,2021,8,445.6,7.426666666666667
6312,2021-08-10 21:57:00-03:00,Kiki Gyan,Disco Dancer,2021,8,416.753,6.945883333333333
6313,2021-08-10 22:02:00-03:00,Lettuce,Everybody Wants to Rule the World,2021,8,291.981,4.86635
6314,2021-08-10 22:07:00-03:00,Jazz Liberatorz,"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",2021,8,328.517,5.4752833333333335
6315,2021-08-10 22:11:00-03:00,The New Mastersounds,Freckles,2021,8,223.6,3.7266666666666666
6316,2021-08-10 22:23:00-03:00,The Greyboy Allstars,Soul Dream,2021,8,53.034,0.8839
6317,2021-08-11 14:46:00-03:00,Weezer,Say It Ain't So,2021,8,258.826,4.313766666666667
6318,2021-08-11 14:49:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,188.528,3.1421333333333332
6319,2021-08-11 15:05:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,276.28,4.604666666666666
6320,2021-08-11 15:08:00-03:00,The Alan Parsons Project,Snake Eyes,2021,8,195.666,3.2611
6321,2021-08-11 15:17:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,8,201.88,3.3646666666666665
6322,2021-08-11 15:22:00-03:00,Genesis,That's All - Remastered 2007,2021,8,252.951,4.21585
6325,2021-08-11 15:27:00-03:00,The New Mastersounds,One Note Brown,2021,8,260.403,4.340050000000001
6326,2021-08-11 15:31:00-03:00,The New Mastersounds,Coming up Roses,2021,8,276.59,4.609833333333333
6327,2021-08-11 15:35:00-03:00,The New Mastersounds,Burnt Back,2021,8,224.095,3.7349166666666664
6328,2021-08-11 15:39:00-03:00,The New Mastersounds,Drop It Down,2021,8,251.234,4.187233333333333
6329,2021-08-11 15:44:00-03:00,The New Mastersounds,The Minx,2021,8,254.26,4.237666666666667
6330,2021-08-11 15:47:00-03:00,The New Mastersounds,102%,2021,8,203.457,3.3909499999999997
6331,2021-08-11 15:53:00-03:00,The New Mastersounds,Carrot Juice,2021,8,386.862,6.4477
6332,2021-08-11 15:59:00-03:00,The New Mastersounds,The Vandenburg Suite,2021,8,328.465,5.4744166666666665
6333,2021-08-11 16:01:00-03:00,The New Mastersounds,Made for Pleasure,2021,8,150.802,2.5133666666666667
6334,2021-08-11 16:06:00-03:00,The New Mastersounds,In the Middle,2021,8,302.743,5.045716666666666
6335,2021-08-11 16:12:00-03:00,The New Mastersounds,Make Me Proud!,2021,8,307.78,5.129666666666666
6339,2021-08-11 16:18:00-03:00,Ben Hauke,Get up to Get Down,2021,8,248.964,4.1494
6340,2021-08-11 16:22:00-03:00,Bruce Trail,Bridgework,2021,8,222.05,3.7008333333333336
6341,2021-08-11 17:09:00-03:00,Weast,Cocola,2021,8,238.52,3.9753333333333334
6343,2021-08-12 09:17:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,276.28,4.604666666666666
6346,2021-08-12 10:56:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,8,165.85,2.7641666666666667
6349,2021-08-12 11:02:00-03:00,Grant Green,"Down Here On The Ground - Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000",2021,8,302.201,5.036683333333333
6350,2021-08-12 14:52:00-03:00,Ben Hauke,Get up to Get Down,2021,8,265.46,4.424333333333333
6352,2021-08-12 14:59:00-03:00,Honeydripper,All About You,2021,8,390.544,6.509066666666667
6358,2021-08-12 15:04:00-03:00,Mood J,NY Vibration,2021,8,304.27,5.071166666666667
6364,2021-08-12 15:06:00-03:00,Ben Hauke,Get up to Get Down,2021,8,117.24,1.954
6365,2021-08-12 15:24:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,8,132.02,2.2003333333333335
6367,2021-08-12 15:28:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,8,237.29,3.954833333333333
6376,2021-08-12 15:34:00-03:00,Genesis,That's All - Remastered 2007,2021,8,266.173,4.436216666666667
6377,2021-08-12 15:41:00-03:00,Grant Green,"Down Here On The Ground - Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000",2021,8,333.856,5.564266666666667
6473,2021-08-12 15:48:00-03:00,Boogie Belgique,Every Time,2021,8,39.13,0.6521666666666667
6475,2021-08-12 15:49:00-03:00,Boogie Belgique,Swing Thing,2021,8,40.05,0.6675
