,endTime,artistName,trackName,year,month,seconds_played,minutes_played
4346,2021-06-29 17:02:00-03:00,Slide Five,Streamline,2021,6,270.333,4.50555
4347,2021-06-29 17:07:00-03:00,The Deli,Blue (Extended),2021,6,257.0,4.283333333333333
4348,2021-06-29 18:02:00-03:00,DARKSUNN,Birds of Prey,2021,6,177.726,2.9621
4355,2021-06-29 18:06:00-03:00,Miel De Montagne,Pourquoi pas,2021,6,192.161,3.2026833333333333
4356,2021-06-29 18:09:00-03:00,Loyle Carner,Damselfly,2021,6,172.653,2.87755
4357,2021-06-29 18:13:00-03:00,Hector Gachan,Untitled '91,2021,6,244.0,4.066666666666666
4358,2021-06-29 18:20:00-03:00,Kevin Morby,City Music,2021,6,404.373,6.7395499999999995
4359,2021-06-29 18:24:00-03:00,The Marías,I Don't Know You,2021,6,209.449,3.490816666666667
4360,2021-06-29 18:26:00-03:00,Swell,I'm Sorry,2021,6,157.524,2.6254
4363,2021-06-29 18:28:00-03:00,Jye,Beachy Girl,2021,6,93.48,1.558
4364,2021-06-29 18:30:00-03:00,SOFIHEY,Sabemos?,2021,6,66.03,1.1005
4366,2021-06-29 18:32:00-03:00,SOFIHEY,Ahora Quiero,2021,6,38.06,0.6343333333333334
4367,2021-06-29 19:42:00-03:00,Depeche Mode,Enjoy the Silence,2021,6,255.133,4.2522166666666665
4368,2021-06-29 19:46:00-03:00,Depeche Mode,Precious,2021,6,250.16,4.169333333333333
4369,2021-06-29 19:51:00-03:00,The Cure,Lullaby - Remastered,2021,6,248.186,4.136433333333334
4370,2021-06-29 19:55:00-03:00,Whitesnake,Is This Love - 2017 Remaster,2021,6,284.6,4.743333333333334
4371,2021-06-29 19:59:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,6,208.0,3.466666666666667
4372,2021-06-30 09:46:00-03:00,Mark Farina,Dream Machine - Downtempo Mix,2021,6,368.746,6.145766666666666
4373,2021-06-30 09:52:00-03:00,St Germain,Sure Thing,2021,6,380.497,6.341616666666667
4374,2021-06-30 09:56:00-03:00,Byram Joseph,Macheeto,2021,6,258.8,4.3133333333333335
4375,2021-06-30 09:59:00-03:00,Nathan George,Colorblind,2021,6,176.0,2.933333333333333
4376,2021-06-30 10:04:00-03:00,The Jazzual Suspects,Ba Dada,2021,6,277.88,4.631333333333333
4377,2021-06-30 10:07:00-03:00,Colossus,Real Fungi,2021,6,191.0,3.183333333333333
4378,2021-06-30 10:12:00-03:00,Slide Five,Streamline,2021,6,270.333,4.50555
4379,2021-06-30 10:16:00-03:00,The Deli,Blue (Extended),2021,6,257.0,4.283333333333333
4380,2021-06-30 10:20:00-03:00,DARKSUNN,Birds of Prey,2021,6,199.562,3.3260333333333336
4381,2021-06-30 10:23:00-03:00,Gramatik,Friday,2021,6,202.268,3.3711333333333333
4383,2021-06-30 15:50:00-03:00,Nightmares On Wax,You Wish,2021,6,182.361,3.0393499999999998
4385,2021-06-30 15:56:00-03:00,Oddisee,Beach Dr.,2021,6,322.857,5.38095
4386,2021-06-30 16:00:00-03:00,Ikebe Shakedown,Dram,2021,6,243.693,4.06155
4387,2021-06-30 16:03:00-03:00,The Greyboy Allstars,V-Neck Sweater,2021,6,155.28,2.588
4388,2021-06-30 16:20:00-03:00,Billy Cobham,Red Baron,2021,6,396.666,6.6110999999999995
4389,2021-06-30 16:23:00-03:00,The Meters,Cissy Strut,2021,6,186.853,3.1142166666666666
4390,2021-06-30 16:27:00-03:00,Galactic,Goodnight,2021,6,252.706,4.211766666666667
4391,2021-06-30 16:31:00-03:00,James Brown,The Boss,2021,6,194.933,3.248883333333333
4392,2021-06-30 16:37:00-03:00,Charlie Hunter,Fine Corinthian Leather,2021,6,364.92,6.082
4394,2021-06-30 16:44:00-03:00,Willy Crook,Fool Times,2021,6,73.809,1.2301499999999999
4395,2021-06-30 16:52:00-03:00,Doctorfunk,What's My Cut?,2021,6,341.874,5.697900000000001
4397,2021-06-30 16:53:00-03:00,The Marcus King Band,Dyin',2021,6,51.805,0.8634166666666666
4398,2021-06-30 16:57:00-03:00,Gary Clark Jr.,Cold Blooded,2021,6,223.093,3.7182166666666663
4399,2021-06-30 17:03:00-03:00,Willy Crook,Seen Sin,2021,6,340.322,5.672033333333333
4405,2021-06-30 17:20:00-03:00,Willy Crook,Back to Life,2021,6,280.553,4.675883333333333
4408,2021-06-30 17:24:00-03:00,The Poets Of Rhythm,More Mess on My Thing,2021,6,252.0,4.2
4409,2021-06-30 17:25:00-03:00,The Motet,Cheap Shit,2021,6,72.33,1.2055
4410,2021-06-30 17:30:00-03:00,Lettuce,Everybody Wants to Rule the World,2021,6,291.981,4.86635
4411,2021-06-30 17:39:00-03:00,The Meters,Down by the River,2021,6,542.706,9.0451
4412,2021-06-30 17:44:00-03:00,Funkadelic,I'll Stay,2021,6,258.226,4.303766666666666
4413,2021-06-30 17:48:00-03:00,The Brothers Johnson,Come Together,2021,6,254.8,4.246666666666667
4414,2021-06-30 18:41:00-03:00,The Meters,It Ain't No Use,2021,6,711.133,11.852216666666667
4415,2021-06-30 18:49:00-03:00,Soulive,Ne-Ne,2021,6,486.386,8.106433333333333
4416,2021-06-30 18:52:00-03:00,The Meters,Ease Back,2021,6,194.226,3.2371
4417,2021-06-30 18:55:00-03:00,The Meters,Funky Miracle,2021,6,146.96,2.4493333333333336
4418,2021-06-30 18:58:00-03:00,"Grover Washington, Jr.",Just the Two of Us (feat. Bill Withers),2021,6,217.388,3.6231333333333335
4419,2021-06-30 19:02:00-03:00,The Meters,What 'cha Say,2021,6,209.426,3.4904333333333333
4420,2021-06-30 19:07:00-03:00,Red Hot Chili Peppers,Hollywood (Africa) - Remastered,2021,6,303.56,5.059333333333333
4421,2021-06-30 19:13:00-03:00,Greyboy,Unwind Your Mind,2021,6,368.04,6.134
4422,2021-06-30 19:17:00-03:00,The Meters,Africa,2021,6,238.213,3.9702166666666665
4423,2021-06-30 19:21:00-03:00,Khruangbin,August 10,2021,6,265.41,4.423500000000001
4424,2021-06-30 19:24:00-03:00,The Meters,Here Comes the Meter Man,2021,6,175.2,2.92
4425,2021-06-30 19:27:00-03:00,The Meters,Sophisticated Cissy,2021,6,176.693,2.9448833333333337
4426,2021-06-30 19:31:00-03:00,Vulfpeck,Beastly,2021,6,250.65,4.1775
4427,2021-06-30 19:39:00-03:00,Llorca,The End,2021,6,445.6,7.426666666666667
4428,2021-06-30 19:41:00-03:00,Ripe,Goon Squad,2021,6,143.286,2.3881
4429,2021-06-30 19:44:00-03:00,Cory Wong,Light As Anything,2021,6,68.71,1.1451666666666667
4433,2021-07-01 10:31:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,7,296.146,4.935766666666667
4434,2021-07-01 10:34:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,7,169.466,2.8244333333333334
4435,2021-07-01 10:42:00-03:00,The Clash,The Magnificent Seven - Remastered,2021,7,333.52,5.558666666666666
4436,2021-07-01 10:43:00-03:00,Tower Of Power,We Came to Play,2021,7,101.106,1.6850999999999998
4437,2021-07-01 10:46:00-03:00,Buffalo Springfield,For What It's Worth,2021,7,153.693,2.56155
4438,2021-07-01 10:50:00-03:00,Depeche Mode,Enjoy the Silence,2021,7,255.133,4.2522166666666665
4439,2021-07-01 10:54:00-03:00,Talking Heads,Burning Down the House,2021,7,241.92,4.032
4440,2021-07-01 10:58:00-03:00,The Cure,Lullaby - Remastered,2021,7,248.186,4.136433333333334
4441,2021-07-01 11:01:00-03:00,Sly & The Family Stone,If You Want Me to Stay,2021,7,180.493,3.0082166666666668
4442,2021-07-01 11:18:00-03:00,Creedence Clearwater Revival,I Heard It Through The Grapevine,2021,7,664.333,11.072216666666666
4443,2021-07-01 11:21:00-03:00,The Meters,Ease Back,2021,7,194.226,3.2371
4444,2021-07-01 11:26:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,7,302.52,5.042
4446,2021-07-01 11:31:00-03:00,Lou Reed,Walk On the Wild Side,2021,7,254.173,4.2362166666666665
4447,2021-07-01 11:35:00-03:00,Whitesnake,Is This Love - 2017 Remaster,2021,7,284.6,4.743333333333334
4448,2021-07-01 11:39:00-03:00,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,2021,7,194.853,3.24755
4449,2021-07-01 11:43:00-03:00,Eric Clapton,I Shot The Sheriff,2021,7,263.746,4.395766666666666
4450,2021-07-01 11:46:00-03:00,Creedence Clearwater Revival,Run Through The Jungle,2021,7,184.746,3.0791
4451,2021-07-01 11:50:00-03:00,Soda Stereo,De Música Ligera,2021,7,213.453,3.55755
4452,2021-07-01 11:58:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,7,261.413,4.356883333333333
4453,2021-07-01 12:03:00-03:00,Average White Band,School Boy Crush,2021,7,299.533,4.992216666666667
4454,2021-07-01 12:05:00-03:00,Tears For Fears,Shout,2021,7,149.47,2.4911666666666665
4455,2021-07-01 18:09:00-03:00,Depeche Mode,Precious,2021,7,302.51,5.041833333333333
4456,2021-07-01 18:13:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,7,257.315,4.288583333333333
4457,2021-07-01 18:16:00-03:00,Faces,Ooh La La,2021,7,214.08,3.568
4459,2021-07-01 18:22:00-03:00,Roxy Music,Love Is The Drug,2021,7,251.333,4.188883333333333
4460,2021-07-01 18:25:00-03:00,Creedence Clearwater Revival,Green River,2021,7,154.12,2.5686666666666667
4461,2021-07-01 18:30:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,7,300.209,5.0034833333333335
4462,2021-07-01 18:35:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,7,299.066,4.984433333333333
4463,2021-07-01 18:59:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,7,288.093,4.801550000000001
4464,2021-07-01 19:03:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,7,223.96,3.732666666666667
4465,2021-07-01 19:07:00-03:00,Talking Heads,Burning Down the House,2021,7,241.92,4.032
4472,2021-07-01 19:18:00-03:00,Roxy Music,Love Is The Drug,2021,7,221.48,3.691333333333333
4475,2021-07-01 19:20:00-03:00,Mr Day,Spooky,2021,7,67.96,1.1326666666666665
4476,2021-07-01 19:21:00-03:00,Uptown Funk Empire,N.O.W.,2021,7,38.68,0.6446666666666666
4477,2021-07-01 19:23:00-03:00,Uptown Funk Empire,Boogie,2021,7,162.24,2.704
4478,2021-07-01 19:24:00-03:00,Uptown Funk Empire,I'm a Manchild,2021,7,47.26,0.7876666666666666
4481,2021-07-02 10:28:00-03:00,True Loves,Shambling,2021,7,250.845,4.18075
4482,2021-07-02 10:40:00-03:00,Eric Clapton,I Shot The Sheriff,2021,7,263.746,4.395766666666666
4485,2021-07-02 10:43:00-03:00,The Meters,Ease Back,2021,7,194.226,3.2371
4486,2021-07-02 10:47:00-03:00,Vulfpeck,Cory Wong,2021,7,246.91,4.115166666666666
4487,2021-07-02 10:50:00-03:00,The Meters,Funky Miracle,2021,7,146.96,2.4493333333333336
4488,2021-07-02 10:54:00-03:00,Gary Clark Jr.,Cold Blooded,2021,7,223.093,3.7182166666666663
4489,2021-07-02 11:13:00-03:00,The Meters,Cissy Strut,2021,7,186.853,3.1142166666666666
4490,2021-07-02 11:16:00-03:00,The Meters,Come Together,2021,7,189.666,3.1611
4491,2021-07-02 11:22:00-03:00,The Greyboy Allstars,Soul Dream,2021,7,313.026,5.2171
4492,2021-07-02 11:27:00-03:00,Dire Straits,Lions,2021,7,303.893,5.0648833333333325
4493,2021-07-02 11:29:00-03:00,The Motet,Cheap Shit,2021,7,137.299,2.2883166666666668
4495,2021-07-02 11:53:00-03:00,Oddisee,Beach Dr.,2021,7,306.58,5.109666666666667
4500,2021-07-02 12:07:00-03:00,Hector Gachan,Untitled '91,2021,7,244.0,4.066666666666666
4501,2021-07-02 12:11:00-03:00,City and Colour,Killing Time,2021,7,261.421,4.3570166666666665
4502,2021-07-02 12:13:00-03:00,Tomppabeats,Smoking at Midnight,2021,7,95.921,1.5986833333333335
4503,2021-07-02 12:18:00-03:00,Pigeons Playing Ping Pong,Melting Lights,2021,7,304.506,5.0751
4504,2021-07-02 14:15:00-03:00,Men I Trust,Show Me How,2021,7,36.049,0.6008166666666667
4505,2021-07-02 14:41:00-03:00,Butcher Brown,Sticky July,2021,7,61.11,1.0185
4506,2021-07-02 15:08:00-03:00,Chon,Nayhoo,2021,7,30.01,0.5001666666666666
4513,2021-07-02 15:12:00-03:00,RALPH TV,Taxi Boy,2021,7,189.333,3.15555
4514,2021-07-02 15:40:00-03:00,Sunset Rollercoaster,My Jinji,2021,7,284.756,4.7459333333333324
4519,2021-07-02 15:48:00-03:00,Mark Farina,Dream Machine - Downtempo Mix,2021,7,368.746,6.145766666666666
4520,2021-07-02 15:54:00-03:00,St Germain,Sure Thing,2021,7,380.497,6.341616666666667
4521,2021-07-02 15:58:00-03:00,Byram Joseph,Macheeto,2021,7,258.8,4.3133333333333335
4522,2021-07-02 16:01:00-03:00,Nathan George,Colorblind,2021,7,176.0,2.933333333333333
4523,2021-07-02 16:17:00-03:00,The Jazzual Suspects,Ba Dada,2021,7,277.88,4.631333333333333
4524,2021-07-02 16:20:00-03:00,Colossus,Real Fungi,2021,7,191.0,3.183333333333333
4525,2021-07-02 16:25:00-03:00,Slide Five,Streamline,2021,7,270.333,4.50555
4526,2021-07-02 16:55:00-03:00,The Deli,Blue (Extended),2021,7,257.0,4.283333333333333
4527,2021-07-02 16:59:00-03:00,DARKSUNN,Birds of Prey,2021,7,201.286,3.354766666666667
4528,2021-07-02 17:02:00-03:00,Gramatik,Friday,2021,7,202.268,3.3711333333333333
4529,2021-07-02 17:06:00-03:00,Nightmares On Wax,You Wish,2021,7,210.466,3.507766666666667
4530,2021-07-02 17:16:00-03:00,The Jazzual Suspects,This Beat,2021,7,290.653,4.844216666666667
4531,2021-07-02 17:29:00-03:00,Colossus,Dopebeatz,2021,7,300.746,5.012433333333333
4532,2021-07-02 17:33:00-03:00,Hardkandy,Loose Ends,2021,7,248.826,4.1471
4533,2021-07-02 17:46:00-03:00,Dave Allison,Brooklyn's Groove,2021,7,349.24,5.820666666666667
4534,2021-07-02 17:52:00-03:00,BoomBox,Stereo,2021,7,346.0,5.766666666666667
4535,2021-07-02 18:00:00-03:00,BoomBox,Tonight,2021,7,250.733,4.178883333333333
4537,2021-07-02 18:06:00-03:00,BoomBox,Like a Feather,2021,7,329.453,5.490883333333333
4538,2021-07-02 18:09:00-03:00,Joshua Heath,More,2021,7,192.573,3.20955
4539,2021-07-02 19:46:00-03:00,Tommy Largo,It's the Beat,2021,7,241.173,4.01955
4540,2021-07-02 19:59:00-03:00,Fouk,Heavy on the Bacon,2021,7,476.594,7.943233333333334
4541,2021-07-02 20:06:00-03:00,Darondo,I Don't Want to Leave - Sure Know How to Love Me Re-Edit,2021,7,316.72,5.278666666666667
4542,2021-07-02 20:09:00-03:00,The Jazzual Suspects,Popping Kerns,2021,7,210.129,3.50215
4543,2021-07-02 20:15:00-03:00,BoomBox,Waiting Around,2021,7,323.64,5.394
4544,2021-07-02 20:18:00-03:00,Bonus Points,Some Things Don't Change,2021,7,212.179,3.5363166666666666
4545,2021-07-02 20:49:00-03:00,DJ Cam Quartet,Rebirth of Cool,2021,7,266.995,4.449916666666667
4546,2021-07-03 09:27:00-03:00,Pescado Rabioso,Todas las Hojas Son del Viento,2021,7,57.61,0.9601666666666666
4547,2021-07-03 09:29:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,7,169.466,2.8244333333333334
4548,2021-07-03 09:34:00-03:00,Depeche Mode,Enjoy the Silence,2021,7,255.133,4.2522166666666665
4549,2021-07-03 09:39:00-03:00,The Clash,The Magnificent Seven - Remastered,2021,7,333.52,5.558666666666666
4550,2021-07-03 09:41:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,7,102.61,1.7101666666666666
4551,2021-07-03 09:47:00-03:00,Average White Band,School Boy Crush,2021,7,299.533,4.992216666666667
4552,2021-07-03 09:50:00-03:00,Sly & The Family Stone,If You Want Me to Stay,2021,7,180.493,3.0082166666666668
4553,2021-07-03 10:30:00-03:00,The Meters,Ease Back,2021,7,194.226,3.2371
4554,2021-07-03 10:34:00-03:00,Soda Stereo,De Música Ligera,2021,7,213.453,3.55755
4555,2021-07-03 10:37:00-03:00,Canned Heat,Going Up The Country,2021,7,172.866,2.8811000000000004
4556,2021-07-03 10:40:00-03:00,Faces,Ooh La La,2021,7,214.08,3.568
4557,2021-07-03 10:45:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,7,261.413,4.356883333333333
4558,2021-07-03 10:49:00-03:00,Lou Reed,Walk On the Wild Side,2021,7,254.173,4.2362166666666665
4559,2021-07-03 10:53:00-03:00,Roxy Music,Love Is The Drug,2021,7,251.333,4.188883333333333
4560,2021-07-03 10:57:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,7,257.315,4.288583333333333
4561,2021-07-03 13:52:00-03:00,The Cure,Lullaby - Remastered,2021,7,119.081,1.9846833333333334
4563,2021-07-04 09:14:00-03:00,The New Mastersounds,Be Yourself,2021,7,240.465,4.00775
4564,2021-07-04 09:20:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,7,167.88,2.798
4566,2021-07-04 14:54:00-03:00,Valerio Rinaldi,Enjoy The Silence,2021,7,75.52,1.2586666666666666
4567,2021-07-04 14:57:00-03:00,Valerio Rinaldi,Cuando Pase El Temblor,2021,7,77.9,1.2983333333333333
4568,2021-07-04 15:00:00-03:00,Valerio Rinaldi,Canción para Federico,2021,7,204.754,3.4125666666666663
4570,2021-07-05 09:34:00-03:00,Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin) - Single Version,2021,7,52.72,0.8786666666666666
4575,2021-07-06 16:41:00-03:00,John Coltrane,Giant Steps - 2020 Remaster,2021,7,66.24,1.1039999999999999
4576,2021-07-06 16:45:00-03:00,CHIC,What About Me,2021,7,239.17,3.9861666666666666
4579,2021-07-06 16:58:00-03:00,Donny Hathaway,Voices Inside (Everything Is Everything),2021,7,774.57,12.909500000000001
4580,2021-07-06 17:02:00-03:00,The Temptations,Shakey Ground,2021,7,241.6,4.026666666666666
4581,2021-07-06 17:06:00-03:00,Dire Straits,Six Blade Knife,2021,7,252.0,4.2
4583,2021-07-06 20:15:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,7,169.466,2.8244333333333334
4584,2021-07-06 20:20:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,7,296.146,4.935766666666667
4585,2021-07-06 20:21:00-03:00,Lou Reed,Walk On the Wild Side,2021,7,67.776,1.1296
4587,2021-07-06 20:25:00-03:00,The Greyboy Allstars,V-Neck Sweater,2021,7,201.49,3.358166666666667
4588,2021-07-06 20:27:00-03:00,Roxy Music,Love Is The Drug,2021,7,96.83,1.6138333333333332
4589,2021-07-06 20:30:00-03:00,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,2021,7,194.853,3.24755
4590,2021-07-06 20:33:00-03:00,The Clash,The Magnificent Seven - Remastered,2021,7,125.926,2.0987666666666667
4591,2021-07-06 20:40:00-03:00,John Mayer,"Vultures - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2021,7,168.9,2.815
4592,2021-07-06 20:44:00-03:00,Frankie Valli,Grease - 2007 Remaster,2021,7,207.306,3.4551000000000003
4593,2021-07-06 20:51:00-03:00,John Mayer Trio,"I Got A Woman - Live at the House of Blues, Chicago, Illinois, September 22, 2005",2021,7,460.133,7.668883333333333
4594,2021-07-06 20:55:00-03:00,Redbone,I've Got to Find the Right Woman - Single Version,2021,7,193.466,3.2244333333333333
4595,2021-07-06 21:02:00-03:00,Derek & The Dominos,Layla,2021,7,423.84,7.063999999999999
4596,2021-07-06 21:02:00-03:00,The Police,Roxanne,2021,7,32.293,0.5382166666666667
4597,2021-07-06 21:03:00-03:00,Blackstreet,No Diggity,2021,7,42.94,0.7156666666666667
4598,2021-07-06 21:30:00-03:00,Destiny's Child,Say My Name,2021,7,34.61,0.5768333333333333
4599,2021-07-06 21:36:00-03:00,The Brian Jonestown Massacre,Anemone,2021,7,334.466,5.574433333333333
4604,2021-07-06 21:38:00-03:00,The Beta Band,Dry the Rain,2021,7,98.83,1.6471666666666667
4609,2021-07-06 21:40:00-03:00,Drugdealer,Suddenly,2021,7,70.62,1.177
4610,2021-07-06 21:41:00-03:00,Trueno,PANAMÁ,2021,7,51.31,0.8551666666666667
4611,2021-07-06 21:45:00-03:00,Ty Segall,My Lady's On Fire,2021,7,232.386,3.8731
4612,2021-07-06 21:46:00-03:00,Ty Segall,Rain,2021,7,92.623,1.5437166666666668
4613,2021-07-06 22:53:00-03:00,Ty Segall,Break a Guitar,2021,7,31.28,0.5213333333333333
4615,2021-07-06 22:56:00-03:00,Fuzz,Loose Sutures,2021,7,173.32,2.8886666666666665
4616,2021-07-06 23:01:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,7,282.133,4.702216666666667
4617,2021-07-06 23:03:00-03:00,Red Hot Chili Peppers,Readymade,2021,7,130.446,2.1741
4618,2021-07-06 23:06:00-03:00,Red Hot Chili Peppers,She's Only 18,2021,7,202.15,3.3691666666666666
4619,2021-07-06 23:10:00-03:00,Red Hot Chili Peppers,Storm in a Teacup,2021,7,223.05,3.7175000000000002
4620,2021-07-06 23:13:00-03:00,Red Hot Chili Peppers,Aeroplane,2021,7,192.35,3.205833333333333
4621,2021-07-07 00:15:00-03:00,Red Hot Chili Peppers,Hollywood (Africa) - Remastered,2021,7,86.37,1.4395
4624,2021-07-07 09:55:00-03:00,Red Hot Chili Peppers,The Brothers Cup - Remastered,2021,7,34.54,0.5756666666666667
4637,2021-07-07 09:58:00-03:00,Red Hot Chili Peppers,Higher Ground - Remastered,2021,7,34.87,0.5811666666666666
4643,2021-07-07 10:01:00-03:00,Red Hot Chili Peppers,Falling into Grace,2021,7,74.46,1.2409999999999999
4644,2021-07-07 10:02:00-03:00,Red Hot Chili Peppers,Transcending,2021,7,85.47,1.4244999999999999
4649,2021-07-07 10:04:00-03:00,Red Hot Chili Peppers,Purple Stain,2021,7,59.79,0.9964999999999999
4655,2021-07-07 10:05:00-03:00,Red Hot Chili Peppers,This Velvet Glove,2021,7,36.52,0.6086666666666667
4662,2021-07-07 10:07:00-03:00,Red Hot Chili Peppers,Over Funk - 2006 Remaster,2021,7,43.77,0.7295
4663,2021-07-07 10:08:00-03:00,Red Hot Chili Peppers,Hump de Bump,2021,7,45.42,0.757
4670,2021-07-07 10:11:00-03:00,Red Hot Chili Peppers,Taste The Pain - Remastered,2021,7,114.24,1.904
4671,2021-07-07 10:13:00-03:00,Red Hot Chili Peppers,Hey,2021,7,110.05,1.8341666666666667
4675,2021-07-07 10:52:00-03:00,Red Hot Chili Peppers,Taste The Pain - Remastered,2021,7,33.34,0.5556666666666668
4680,2021-07-07 10:56:00-03:00,Red Hot Chili Peppers,If You Have to Ask,2021,7,216.693,3.6115500000000003
4681,2021-07-07 11:01:00-03:00,Red Hot Chili Peppers,Funky Monks,2021,7,323.333,5.388883333333334
4682,2021-07-07 11:05:00-03:00,Red Hot Chili Peppers,Mellowship Slinky in B Major,2021,7,239.96,3.9993333333333334
4683,2021-07-07 11:10:00-03:00,Red Hot Chili Peppers,Blood Sugar Sex Magik,2021,7,271.16,4.519333333333334
4684,2021-07-07 11:14:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,7,282.133,4.702216666666667
4685,2021-07-07 11:18:00-03:00,Red Hot Chili Peppers,Sir Psycho Sexy,2021,7,228.52,3.808666666666667
